ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	COGID	MORPHEMES	ALIGNMENT
328	Yahuna	Tail	uaipikóa	uaipikóa	u a i p i k ɔ a		2390	222		u a i p i k ɔ a
329	Desano	Tail	uex̯kópōleru	uex̯kópōleru	u e ç k ɔ p ɔː ɺ e ɾ u		2389	220		- u e ç k ɔ p ɔː ɺ e ɾ u
330	Yupua	Tail	bíṅe̥le	bíṅe̥le	b i ŋ ɨ ɺ e		2391	221		b i ŋ ɨ ɺ e
1215	Desano	Taitetú pig	ye̠x̯sé̠puru	ye̠x̯sé̠puru	j ɛ ç s ɛ p u ɾ u		2395	796		j ɛ ç - s ɛ p u ɾ u
1216	Yupua	Taitetú pig	sé̠se̠buti	sé̠se̠buti	s ɛ s ɛ b u t i		2395	796		- - s ɛ s ɛ b u t i
1217	Yahuna	Taitetú pig	hē̠kápe̠raga	hē̠kápe̠raga	h ɛː k a p ɛ ɾ a g a		2397	797		h ɛː k a p ɛ ɾ a g a
1218	Koretu	Taitetú pig	liáme̥kiatu	liáme̥kiatu	ɺ i a m ɨ k i a t u		2396	798		ɺ i a m ɨ k i a t u
1219	Desano	Taitetú pig	ye̠x̯sé̠pulu	ye̠x̯sé̠pulu	j ɛ ç s ɛ p u ɺ u		2395	796		j ɛ ç - s ɛ p u ɺ u
1220	Yupua	Taitetú pig	(t)sé̠(t)se̠buti	sé̠se̠buti	s ɛ s ɛ b u t i		2395	796		- - s ɛ s ɛ b u t i
1694	Desano	Tame	mē̠né̠	mē̠né̠	m ɛː n ɛ		2402	1098		m ɛː - n - - ɛ
1695	Yupua	Tame	mīni	mīni	m iː n i		2402	1098		m iː - n - - i
1696	Yahuna	Tame	mē̠né̠	mē̠né̠	m ɛː n ɛ		2402	1098		m ɛː - n - - ɛ
1697	Koretu	Tame	mé̠'ne̠re̥	mé̠'ne̠re̥	m ɛ ʔ n ɛ ɾ ɨ		2402	1098		m ɛ ʔ n ɛ ɾ ɨ
1667	Desano	Tapioca	uē̠rá	uē̠rá	u ɛː ɾ a		2407	1085		u ɛː ɾ a
1668	Desano	Tapioca	uē̠lá	uē̠lá	u ɛː ɺ a		2407	1085		u ɛː ɺ a
1157	Desano	Tapir	uex̯ké̥	uex̯ké̥	u e ç k ɨ		2410	767		u e ç k ɨ
1158	Yupua	Tapir	uike̥	uike̥	u i k ɨ		2410	767		u i - k ɨ
1159	Yahuna	Tapir	uai̯bikínaga	uai̯bikínaga	u a j b i k i n a g a		2411	768		u a j b i k i n a g a
1160	Koretu	Tapir	ué̠(e̠)ke̥	ué̠ke̥	u ɛ k ɨ		2410	767		u ɛ - k ɨ
1507	Yahuna	Taracuá	malákaka	malákaka	m a ɺ a k a k a		2415	983		m a ɺ a k a k a
1457	Yupua	Tartaruga	(ṅ)gúi	gúi	g u i		2417	951		g u i
1458	Yahuna	Tartaruga	ṓia	ṓia	ɔː i a		2418	952		ɔː i a
1459	Koretu	Tartaruga	kā̠́e̥	kā̠́e̥	k ɑː ɨ		2417	951		k ɑː ɨ
1460	Yahuna	Tartaruga	ṓie	ṓie	ɔː i e		2418	952		ɔː i e
310	Desano	Tear	kṓlex̯ko	kṓlex̯ko	k ɔː ɺ e ç k ɔ		2422	209		k ɔː ɺ e ç k ɔ
311	Yahuna	Tear	yakókaka	yakókaka	j a k ɔ k a k a		2423	210		j a k ɔ k a k a
312	Desano	Tear	kṓrex̯ko	kṓrex̯ko	k ɔː ɾ e ç k ɔ		2422	209		k ɔː ɾ e ç k ɔ
287	Desano	Tendon	wā́dali	wā́dali	w aː d a ɺ i		2426	193		w aː d a ɺ i
288	Yahuna	Tendon	yē̠nyía 	yē̠nyía	j ɛː n j i a		2427	194		j ɛː n j i a
1503	Desano	Termites	būluá	būluá	b uː ɺ u a		2429	982		b uː ɺ u a
1504	Yupua	Termites	bū́lu	bū́lu	b uː ɺ u		2429	982		b uː ɺ u -
1505	Yahuna	Termites	butúa	butúa	b u t u a		2429	982		b u t u a
1506	Koretu	Termites	pṓru	pṓru	p ɔː ɾ u		2429	982		p ɔː ɾ u -
243	Desano	Testicle	axpinotóyeri	axpinotóyeri	a x p i n ɔ t ɔ j e ɾ i		2434	161		- a x p i n ɔ t ɔ j e ɾ i -
244	Yupua	Testicle	ua(x)pítie̥le̥	uapítie̥le̥	u a p i t i ɨ ɺ ɨ		2434	161		u a - p i - - t i - ɨ ɺ ɨ -
245	Yahuna	Testicle	uaxpiniakoliá	uaxpiniakoliá	u a x p i n i a k ɔ ɺ i a		2434	161		u a x p i n i - a k ɔ ɺ i a
246	Koretu	Testicle	simaḥā́liāre̥	simaḥā́liāre̥	s i m a ħ aː ɺ i aː ɾ ɨ		2435	162		s i m a ħ aː ɺ i aː ɾ ɨ
866	Desano	The clatter of dance from halved fruit pods, which are worn around the ankle	oḗ̠du	oḗ̠du	ɔ ɛː d u		2439	586		ɔ ɛː d u
867	Yupua	The clatter of dance from halved fruit pods, which are worn around the ankle	tsē̠oá	tsē̠oá	t s ɛː ɔ a		2442	587		t s ɛː ɔ a
868	Yahuna	The clatter of dance from halved fruit pods, which are worn around the ankle	uā(d)yá	uāyá	u aː j a		2441	588		u aː j a
869	Koretu	The clatter of dance from halved fruit pods, which are worn around the ankle	kúikoīre̥	kúikoīre̥	k u i k ɔ iː ɾ ɨ		2440	589		k u i k ɔ iː ɾ ɨ
2110	Yahuna	The river flows	hahía liákahulū́(d)ye̥	hahía_liákahulū́ye̥	h a h i a + ɺ i a k a h u ɺ uː j ɨ		2444 2445	1360		h a h i a + ɺ i a k a h u ɺ uː j ɨ
2111	Yahuna	The river flows	hahía diákahulū́(d)yu	hahía_diákahulū́yu	h a h i a + d i a k a h u ɺ uː j u		2444 2445	1360		h a h i a + d i a k a h u ɺ uː j u
2029	Desano	There	tsōgé̠	tsōgé̠	t s ɔː g ɛ		2449	1303		t s ɔː g ɛ
2030	Yupua	There	lá(a)	lá	ɺ a		2451	1304		ɺ a
2031	Yahuna	There	itóna	itóna	i t ɔ n a		2450	1305		i t - - ɔ n a
2032	Koretu	There	tṓhone̠	tṓhone̠	t ɔː h ɔ n ɛ		2450	1305		- t ɔː h ɔ n ɛ
2037	Desano	There	ṓge	ṓge	ɔː g e		2449	1303		- - ɔː g e
1830	Desano	They	īná	īná	iː n a		2455	1179		iː - n a
1831	Yupua	They	e̥dyé̥	e̥dyé̥	ɨ d j ɨ		2457	1180		ɨ d j ɨ
1832	Yahuna	They	ī'ná	ī'ná	iː ʔ n a		2455	1179		iː ʔ n a
1833	Koretu	They	yáhaāre̥	yáhaāre̥	j a h a aː ɾ ɨ		2456	1181		j a h a aː ɾ ɨ
127	Desano	Thigh	goxsó	goxsó	g ɔ x s ɔ		2460	90		g ɔ x s ɔ
128	Yupua	Thigh	ge̥tx̯á	ge̥tx̯á	g ɨ t ç a		2460	90		g ɨ t ç a
129	Yahuna	Thigh	dihóa	dihóa	d i h ɔ a		2462	91		d i h ɔ a
130	Koretu	Thigh	siritu̠	siritu̠	s i ɾ i t ʊ		2461	92		s i ɾ i t ʊ
131	Yahuna	Thigh	lihóa	lihóa	ɺ i h ɔ a		2462	91		ɺ i h ɔ a
187	Desano	Throat	uērériru	uērériru	u eː ɾ e ɾ i ɾ u		2466	127		u eː ɾ e ɾ i ɾ u
188	Yupua	Throat	yagókokoa	yagókokoa	j a g ɔ k ɔ k ɔ a		2469	128		j a g ɔ k ɔ k ɔ a
189	Yahuna	Throat	uame̥tósia	uame̥tósia	u a m ɨ t ɔ s i a		2468	129		u a m ɨ t ɔ s i a
190	Koretu	Throat	siuaḥé̥toro	siuaḥé̥toro	s i u a ħ ɨ t ɔ ɾ ɔ		2467	130		s i u a ħ ɨ t ɔ ɾ ɔ
1624	Desano	Thron	bōlá	bōlá	b ɔː ɺ a		2471	1057		b ɔː ɺ a
1625	Yahuna	Thron	po(x)tá	potá	p ɔ t a		2471	1057		p ɔ t a
113	Desano	Thumb	ūé̥(a)liru	ūé̥liru	uː ɨ ɺ i ɾ u		2474	77		uː ɨ ɺ i ɾ u
114	Yahuna	Thumb	pitapákoaka	pitapákoaka	p i t a p a k ɔ a k a		2475	78		p i t a p a k ɔ a k a
403	Desano	Thunder	buxpúpāgumī́na	buxpúpāgumī́na	b u x p u p aː g u m iː n a		2477	271		- - b u x p u p aː g u m iː n a
404	Yupua	Thunder	ue̥(x)papabíke̥	ue̥papabíke̥	u ɨ p a p a b i k ɨ		2477	271		u ɨ p a - p a b i k - - - - ɨ
405	Yahuna	Thunder	ui̯póhaiga	ui̯póhaiga	u j p ɔ h a i g a		2479	272		u j p ɔ h - a i g a
406	Koretu	Thunder	mé̥(e)ḥo	mé̥ḥo	m ɨ ħ ɔ		2478	273		m ɨ ħ - ɔ
407	Koretu	Thunder	mé̥'ḥo	mé̥'ḥo	m ɨ ʔ ħ ɔ		2478	273		m ɨ ʔ ħ ɔ
1315	Yahuna	Thunder	paíuaga	paíuaga	p a i u a g a		2479	272		- - p a - i u a g a
1561	Desano	Tick	de̠hé̠	de̠hé̠	d ɛ h ɛ		2484	1012		d ɛ h ɛ
1562	Yahuna	Tick	uai̯bikinṓliaka	uai̯bikinṓliaka	u a j b i k i n ɔː ɺ i a k a		2486	1013		u a j b i k i n ɔː ɺ i a k a
1563	Koretu	Tick	mākiáse̠he̥	mākiáse̠he̥	m aː k i a s ɛ h ɨ		2485	1014		m aː k i a s ɛ h ɨ
1723	Desano	Timbó	mīá	mīá	m iː a		2488	1118		m iː a
1724	Yupua	Timbó	e̠omix̯(t)sí	e̠omix̯sí	ɛ ɔ m i ç s i		2490	1119		ɛ - - ɔ m i ç s i -
1725	Yahuna	Timbó	ē̠nyamihia	ē̠nyamihia	ɛː n j a m i h i a		2490	1119		ɛː n j a m i - h i a
1726	Koretu	Timbó	saítakurse̥	saítakurse̥	s a i t a k u ɾ s ɨ		2489	1120		s a i t a k u ɾ s ɨ
722	Yahuna	Tip of the harpoon	kau̯hanikía	kau̯hanikía	k a w h a n i k i a		2493	484		k a w h a n i k i a
2062	Desano	To bathe	īnaguanā́ni	īnaguanā́ni	iː n a g u a n aː n i		2495	1323		iː n a g u a n aː n i
2063	Yupua	To bathe	guá(t)(š)iu̯	guáiu̯	g u a i w		2496	1324		- g u a i w
2064	Yahuna	To bathe	mū́(d)yāli	mū́yāli	m uː j aː ɺ i		2497	1325		m uː j aː ɺ i
2065	Koretu	To bathe	okiá	okiá	ɔ k i a		2496	1324		ɔ k i a - -
2066	Desano	To bathe	uanā́ni	uanā́ni	u a n aː n i		2495	1323		- - - - u a n aː n i
2230	Desano	To beat	pā́li	pā́li	p aː ɺ i		2501	1452		p aː ɺ i
2056	Desano	To breathe	tsioaíni	tsioaíni	t s i ɔ a i n i		2503	1319		t s i ɔ a i n i
2057	Yupua	To breathe	yee̥t(š)ī́niyo	yee̥tī́niyo	j e ɨ t iː n i j ɔ		2505	1320		j e ɨ t iː - n i j ɔ
2058	Yahuna	To breathe	(d)yidiatá(d)yu	yidiatáyu	j i d i a t a j u		2505	1320		j i - d i a t a j u
2059	Koretu	To breathe	iateanié̠l	iateanié̠l	i a t e a n i ɛ ɺ		2504	1321		i a t e a n i ɛ ɺ
2060	Yahuna	To breathe	(d)yidiatá(d)ye̥	yidiatáye̥	j i d i a t a j ɨ		2505	1320		j i - d i a t a j ɨ
2082	Desano	To bring	airike̠	airike̠	a i ɾ i k ɛ		2509	1340		a i ɾ i k ɛ
2072	Yupua	To bury	goxtx̯e̠ātx̯é̥	goxtx̯e̠ātx̯é̥	g ɔ x t ç ɛ aː t ç ɨ		2511	1331		g ɔ x t ç ɛ aː t ç ɨ
2220	Desano	To call	pīyū́li 	pīyū́li	p iː j uː ɺ i		2513	1444		p iː j uː ɺ i
2160	Desano	To chew	bagalí	bagalí	b a g a ɺ i		2515	1399		b a g a ɺ i
2161	Yupua	To chew	kú(u)li	kúli	k u ɺ i		2515	1399		- - k u ɺ i
2162	Koretu	To chew	únaku	únaku	u n a k u		2516	1400		u n a k u
2163	Desano	To climb	me̥líni	me̥líni	m ɨ ɺ i n i		2519	1401		m ɨ ɺ i n i
2164	Yupua	To climb	me̥hā́(t)x̯u	me̥hā́x̯u	m ɨ h aː ç u		2522	1402		m ɨ h aː ç u
2165	Yahuna	To climb	yimī́nyu	yimī́nyu	j i m iː n j u		2521	1403		j i m iː n j u
2166	Koretu	To climb	húmaa	húmaa	h u m a a		2520	1404		h u m a a
2167	Yahuna	To climb	yimī́nye̥	yimī́nye̥	j i m iː n j ɨ		2521	1403		j i m iː n j ɨ
2279	Desano	To comb 	pũ(g)ẽ́ be̥ā́li	pũẽ́_be̥ā́li	p ũ ẽ + b ɨ aː ɺ i		2525 2526	1489		p ũ ẽ + b ɨ aː ɺ i
2172	Desano	To come	āliamā́ni(nipe)	āliamā́ni	aː ɺ i a m aː n i		2528	1408		aː ɺ i a m aː n i
2173	Yupua	To come	uá(a)li	uáli	u a ɺ i		2531	1409		u a ɺ i
2174	Yahuna	To come	kē̠tayú	kē̠tayú	k ɛː t a j u		2530	1410		k ɛː t a j u
2175	Koretu	To come	hé̠āse̥ 	hé̠āse̥	h ɛ aː s ɨ		2529	1411		h ɛ aː s ɨ
2176	Yupua	To come	yeuáge̥	yeuáge̥	j e u a g ɨ		2532	1412		j e u a g ɨ
2177	Yahuna	To come	kē̠tayé̥	kē̠tayé̥	k ɛː t a j ɨ		2530	1410		k ɛː t a j ɨ
2168	Desano	To cook	tsõláli	tsõláli	t s ɔ̃ ɺ a ɺ i		2535	1405		t s ɔ̃ ɺ a ɺ i
2169	Yupua	To cook	tx̯ó(o)le̠i̯	tx̯óle̠i̯	t ç ɔ ɺ ɛ j		2535	1405		t ç ɔ ɺ ɛ j -
2170	Yahuna	To cook	mīdyóabe̠	mīdyóabe̠	m iː d j ɔ a b ɛ		2537	1406		m iː d j ɔ a b ɛ
2171	Koretu	To cook	ḥuḥé̠a	ḥuḥé̠a	ħ u ħ ɛ a		2536	1407		ħ u ħ ɛ a
2144	Desano	To cough	tsā́liri	tsā́liri	t s aː ɺ i ɾ i		2540	1386		t - s aː ɺ i ɾ i
2145	Yupua	To cough	te̠x̯té̠i̯	te̠x̯té̠i̯	t ɛ ç t ɛ j		2542	1387		t ɛ ç t ɛ j
2146	Yahuna	To cough	te̠té̠lika	te̠té̠lika	t ɛ t ɛ ɺ i k a		2540	1386		t ɛ t ɛ ɺ i k a
2147	Koretu	To cough	otantá	otantá	ɔ t a n t a		2541	1388		ɔ t a n t a
2292	Desano	To count	uaxpī́kioli	uaxpī́kioli	u a x p iː k i ɔ ɺ i		2545	1499		u a x p iː k i ɔ ɺ i
2187	Desano	To crawl	tsiuā́li	tsiuā́li	t s i u aː ɺ i		2547	1419		t s i u aː ɺ i
2280	Desano	To cry	ōlḗ̠ri	ōlḗ̠ri	ɔː ɺ ɛː ɾ i		2549	1490		ɔː ɺ ɛː ɾ i
2281	Yupua	To cry	ṓle̠i̯	ṓle̠i̯	ɔː ɺ ɛ j		2549	1490		ɔː ɺ ɛ j -
2282	Yahuna	To cry	keaudyé̥	keaudyé̥	k e a u d j ɨ		2551	1491		k e a u d j ɨ
2283	Koretu	To cry	koiní	koiní	k ɔ i n i		2550	1492		k ɔ i n i
2284	Yahuna	To cry	keaudyú	keaudyú	k e a u d j u		2551	1491		k e a u d j u
2234	Desano	To cut	tápe̠ri	tápe̠ri	t a p ɛ ɾ i		2555	1456		t a p ɛ ɾ i
2235	Yupua	To cut	yee̥látaā(t)x̯e̥	yee̥látaāx̯e̥	j e ɨ ɺ a t a aː ç ɨ		2558	1457		j e ɨ ɺ a t a aː ç ɨ
2236	Yahuna	To cut	mi(d)yi(ī)tatábe̠	miyitatábe̠	m i j i t a t a b ɛ		2557	1458		m i j i t a t a b ɛ
2237	Koretu	To cut	hu̠rú̠a	hu̠rú̠a	h ʊ ɾ ʊ a		2556	1459		h ʊ ɾ ʊ a
2257	Desano	To die	tsīniní	tsīniní	t s iː n i n i		2560	1475		t s iː n i n i
2258	Yupua	To die	tú(u)dyai	túdyai	t u d j a i		2563	1476		t u d j a i
2259	Yahuna	To die	mirē̠yádyu	mirē̠yádyu	m i ɾ ɛː j a d j u		2562	1477		m i ɾ ɛː j a d j u
2260	Koretu	To die	ké̥lisi	ké̥lisi	k ɨ ɺ i s i		2561	1478		k ɨ ɺ i s i
2261	Yahuna	To die	mirē̠yádye̥	mirē̠yádye̥	m i ɾ ɛː j a d j ɨ		2562	1477		m i ɾ ɛː j a d j ɨ
2128	Desano	To dig	tsé̠āli	tsé̠āli	t s ɛ aː ɺ i		2566	1374		t s ɛ aː ɺ i
2262	Desano	To dive	ohomeníni	ohomeníni	ɔ h ɔ m e n i n i		2568	1479		ɔ h ɔ m e n i n i
2194	Desano	To do	mo'mḗ̠ni	mo'mḗ̠ni	m ɔ ʔ m ɛː n i		2570	1425		m ɔ ʔ m ɛː n i
2268	Desano	To drink	īrirí	īrirí	iː ɾ i ɾ i		2572	1483		iː ɾ i ɾ i
2269	Yupua	To drink	i(i)lí(t)x̯u	ilíx̯u	i ɺ i ç u		2572	1483		i ɺ i ç u
2270	Yahuna	To drink	miókube̠	miókube̠	m i ɔ k u b ɛ		2573	1484		m i ɔ k u b ɛ
2271	Koretu	To drink	móuku	móuku	m ɔ u k u		2573	1484		m ɔ u k - - u
2272	Desano	To drink	ī(e)rirí	īrirí	iː ɾ i ɾ i		2572	1483		iː ɾ i ɾ i
2089	Desano	To drown	e̥kā́lani(nipe)	e̥kā́lani	ɨ k aː ɺ a n i		2578	1345		ɨ k aː ɺ a n i
2090	Desano	To eat	bā́li	bā́li	b aː ɺ i		2580	1346		b aː ɺ i -
2091	Yupua	To eat	báai̯	báai̯	b a a j		2580	1346		b a - a j
2092	Yahuna	To eat	mambaā́(d)ye̠é̠	mambaā́ye̠é̠	m a m b a aː j ɛ ɛ		2582	1347		m a m b a aː j ɛ ɛ
2093	Koretu	To eat	opãkiá	opãkiá	ɔ p ã k i a		2581	1348		ɔ p ã k i a
2094	Desano	To eat	bā́ri	bā́ri	b aː ɾ i		2580	1346		b aː ɾ i -
2095	Desano	To fall	yūlikā(ni)	yūlikā	j uː ɺ i k aː		2586	1349		j uː ɺ i k aː
2096	Yupua	To fall	ue̠lé̠i̯	ue̠lé̠i̯	u ɛ ɺ ɛ j		2589	1350		u ɛ ɺ ɛ j
2097	Yahuna	To fall	yiyā́nye̥	yiyā́nye̥	j i j aː n j ɨ		2588	1351		j i j aː n j ɨ
2098	Koretu	To fall	óḥoasisi	óḥoasisi	ɔ ħ ɔ a s i s i		2587	1352		ɔ ħ ɔ a s i s i
2099	Yupua	To fall	ue̠ré̠i̯	ue̠ré̠i̯	u ɛ ɾ ɛ j		2589	1350		u ɛ ɾ ɛ j
2100	Yahuna	To fall	yiyā́nyu	yiyā́nyu	j i j aː n j u		2588	1351		j i j aː n j u
2116	Desano	To fear	tālabé̠olé 	tālabé̠olé	t aː ɺ a b ɛ ɔ ɺ e		2593	1365		t aː ɺ a b ɛ ɔ ɺ e
2155	Desano	To fight	gāme̠káni	gāme̠káni	g aː m ɛ k a n i		2595	1395		g aː m ɛ k a n i
2156	Yupua	To fight	ueī́dihi	ueī́dihi	u e iː d i h i		2598	1396		u e iː d i h i
2157	Yahuna	To fight	yihínyu	yihínyu	j i h i n j u		2597	1397		j i h i n j u
2158	Koretu	To fight	tá(x)poni	táponi	t a p ɔ n i		2596	1398		t a p ɔ n i
2159	Yahuna	To fight	yihínye̥	yihínye̥	j i h i n j ɨ		2597	1397		j i h i n j ɨ
2112	Desano	To fish	u(e)hē̠rí	uhē̠rí	u h ɛː ɾ i		2601	1361		u h ɛː ɾ i
2113	Yupua	To fish	bix̯tá(t)x̯e̥	bix̯táx̯e̥	b i ç t a ç ɨ		2604	1362		b i ç t a ç ɨ
2114	Yahuna	To fish	mipotabā́be̠	mipotabā́be̠	m i p ɔ t a b aː b ɛ		2603	1363		m i p ɔ t a b aː b ɛ
2115	Koretu	To fish	okohé̠	okohé̠	ɔ k ɔ h ɛ		2602	1364		ɔ k ɔ h ɛ
2107	Desano	To flow	oxhoamī́(ni)	oxhoamī́	ɔ x h ɔ a m iː		2606	1357		ɔ x h ɔ a m iː
2108	Yupua	To flow	be̥xkádyi huamá	be̥xkádyi_huamá	b ɨ x k a d j i + h u a m a		2608 2606	1358		b ɨ x k a d j i + - - h u a m a
2109	Koretu	To flow	kotáte̠te̠a	kotáte̠te̠a	k ɔ t a t ɛ t ɛ a		2607	1359		k ɔ t a t ɛ t ɛ a
2102	Desano	To fly	ue̥li	ue̥li	u ɨ ɺ i		2611	1354		u ɨ ɺ i
2103	Yupua	To fly	ué̥li	ué̥li	u ɨ ɺ i		2611	1354		u ɨ ɺ i
2104	Yahuna	To fly	tsauī́dye̥	tsauī́dye̥	t s a u iː d j ɨ		2613	1355		t s a u iː d j ɨ
2105	Koretu	To fly	ké̥ue̠i	ké̥ue̠i	k ɨ u ɛ i		2612	1356		k ɨ u ɛ i
2106	Yahuna	To fly	tsauī́dyu	tsauī́dyu	t s a u iː d j u		2613	1355		t s a u iː d j u
2118	Desano	To give birth	pṓnakeli	pṓnakeli	p ɔː n a k e ɺ i		2617	1367		p ɔː n a k e ɺ i
2129	Desano	To grab	yéāli	yéāli	j e aː ɺ i		2619	1375		j e aː ɺ i
2231	Desano	To grind	uxsípūli	uxsípūli	u x s i p uː ɺ i		2621	1453		u x s i p uː ɺ i
2274	Desano	To grow	pūlīrí	pūlīrí	p uː ɺ iː ɾ i		2623	1486		p uː ɺ iː ɾ i
2275	Desano	To grow	be̥gáli	be̥gáli	b ɨ g a ɺ i		2623	1486		b ɨ g a ɺ i
2276	Desano	To grow	guāli	guāli	g u aː ɺ i		2623	1486		g u - aː ɺ i
2277	Yupua	To grow	yé̥ulaga(t)(š)i kóe̠(t)x̯u	yé̥ulagai_kóe̠x̯u	j ɨ u ɺ a g a i + k ɔ ɛ ç u		2625 2626	1487		j ɨ u ɺ a g a i + k ɔ ɛ ç u
2278	Koretu	To grow	otolatosé	otolatosé	ɔ t ɔ ɺ a t ɔ s e		2624	1488		ɔ t ɔ ɺ a t ɔ s e
2067	Desano	To have cohabitation	ina(d)yḗ̠ná	inayḗ̠ná	i n a j ɛː n a		2630	1326		i n a j ɛː n a
2068	Yupua	To have cohabitation	yee̥tsíe̠i̯	yee̥tsíe̠i̯	j e ɨ t s i ɛ j		2633	1327		j e ɨ t s i ɛ j
2069	Yahuna	To have cohabitation	mambuālí	mambuālí	m a m b u aː ɺ i		2632	1328		m a m b u aː ɺ i
2070	Koretu	To have cohabitation	tā'há	tā'há	t aː ʔ h a		2631	1329		t aː ʔ h a
2133	Yupua	To hit	pā́i 	pā́i	p aː i		2638	1378		p aː i
2134	Yahuna	To hit	mihipáhe̠ kope̠ki	mihipáhe̠_kope̠ki	m i h i p a h ɛ + k ɔ p ɛ k i		2636 2637	1379		m i h i p a h ɛ + k ɔ p ɛ k i
2135	Koretu	To hit	ho(x)tá	hotá	h ɔ t a		2635	1380		h ɔ t a
2148	Desano	To hunt	u(e)hē̠ráhoali	uhē̠ráhoali	u h ɛː ɾ a h ɔ a ɺ i		2640	1389		u h ɛː ɾ a h ɔ a ɺ i
2149	Yupua	To hunt	tx̯akáuiī(t)x̯u	tx̯akáuiīx̯u	t ç a k a u i iː ç u		2642	1390		t ç a k a u i iː ç u
2150	Koretu	To hunt	ke̥tōniáse̥	ke̥tōniáse̥	k ɨ t ɔː n i a s ɨ		2641	1391		k ɨ t ɔː n i a s ɨ
2263	Desano	To kill	uhē̠ní	uhē̠ní	u h ɛː n i		2644	1480		u h ɛː n i
2264	Yupua	To kill	bṓlē̠(t)x̯u	bṓlē̠x̯u	b ɔː ɺ ɛː ç u		2645	1481		b ɔː ɺ - ɛː ç u
2265	Yahuna	To kill	mihábe̠	mihábe̠	m i h a b ɛ		2646	1482		m i h a b ɛ
2266	Koretu	To kill	ké̥liase̥	ké̥liase̥	k ɨ ɺ i a s ɨ		2645	1481		k ɨ ɺ i a s ɨ
2267	Yupua	To kill	bṓlē̠(t)x̯e̥	bṓlē̠x̯e̥	b ɔː ɺ ɛː ç ɨ		2645	1481		b ɔː ɺ - ɛː ç ɨ
2189	Desano	To laugh	iádyiri	iádyiri	i a d j i ɾ i		2650	1421		i a d j i ɾ i
2190	Yupua	To laugh	yiípi	yiípi	j i i p i		2653	1422		j i i p i
2191	Yahuna	To laugh	yḗ̠yu	yḗ̠yu	j ɛː j u		2652	1423		j ɛː j u
2192	Koretu	To laugh	hóhihi	hóhihi	h ɔ h i h i		2651	1424		h ɔ h i h i
2193	Yahuna	To laugh	yḗ̠ye̥	yḗ̠ye̥	j ɛː j ɨ		2652	1423		j ɛː j ɨ
2250	Desano	To leap	būlirí	būlirí	b uː ɺ i ɾ i		2656	1470		b uː ɺ i ɾ i
2251	Yupua	To leap	bu(u)lī́(t)x̯u	bulī́x̯u	b u ɺ iː ç u		2656	1470		b u ɺ iː ç u
2252	Yahuna	To leap	mihomita̠úabe̠	mihomita̠úabe̠	m i h ɔ m i t ɑ u a b ɛ		2658	1471		m i h ɔ m i t ɑ u a b ɛ
2253	Koretu	To leap	húhea	húhea	h u h e a		2657	1472		h u h e a
2254	Yupua	To leap	bu(u)lī́(t)x̯e̥	bulī́x̯e̥	b u ɺ iː ç ɨ		2656	1470		b u ɺ iː ç ɨ
2136	Desano	To listen	pē̠rí	pē̠rí	p ɛː ɾ i		2662	1381		p ɛː ɾ - i
2137	Yupua	To listen	pī(d)yée̥	pīyée̥	p iː j e ɨ		2662	1381		p iː j e ɨ
2138	Yahuna	To listen	meamítiyu	meamítiyu	m e a m i t i j u		2664	1382		m e a m i t i j u
2139	Koretu	To listen	okiónte̠si	okiónte̠si	ɔ k i ɔ n t ɛ s i		2663	1383		ɔ k i ɔ n t ɛ s i
2140	Yupua	To listen	pī(t)x̯ú	pīx̯ú	p iː ç u		2662	1381		p iː ç - u
2141	Yahuna	To listen	meamítiye̥	meamítiye̥	m e a m i t i j ɨ		2664	1382		m e a m i t i j ɨ
2195	Desano	To paint, paint	goxháli	goxháli	g ɔ x h a ɺ i		2669	1426		g ɔ x h a ɺ i
2196	Yupua	To paint, paint	ge̥latx̯ibe̥ai̯	ge̥latx̯ibe̥ai̯	g ɨ ɺ a t ç i b ɨ a j		2671	1427		g ɨ ɺ a t ç i b ɨ a j
2197	Koretu	To paint, paint	uyakóta	uyakóta	u j a k ɔ t a		2670	1428		u j a k ɔ t a
2198	Koretu	To paint, paint	uiakóta	uiakóta	u i a k ɔ t a		2670	1428		u i a k ɔ t a
2206	Desano	To piss	gōlḗ̠ni	gōlḗ̠ni	g ɔː ɺ ɛː n i		2674	1434		g ɔː - ɺ ɛː n i
2207	Yupua	To piss	g(n)uulí	guulí	g u u ɺ i		2674	1434		g u u ɺ - - i
2208	Yahuna	To piss	keolḗ̠(d)ye̥	keolḗ̠ye̥	k e ɔ ɺ ɛː j ɨ		2674	1434		k e ɔ ɺ ɛː j ɨ
2209	Koretu	To piss	okóne̠	okóne̠	ɔ k ɔ n ɛ		2675	1435		ɔ k ɔ n ɛ
2210	Yupua	To piss	(g)noolí	noolí	n ɔ ɔ ɺ i		2674	1434		n ɔ ɔ ɺ - - i
2211	Yahuna	To piss	ḳeolḗ̠(d)yu	ḳeolḗ̠yu	? e ɔ ɺ ɛː j u		2674	1434		? e ɔ ɺ ɛː j u
2151	Desano	To poop	ge̥láui̯ri	ge̥láui̯ri	g ɨ ɺ a u j ɾ i		2681	1392		g ɨ ɺ a u j ɾ i
2152	Yupua	To poop	yāmúi	yāmúi	j aː m u i		2683	1393		j aː m u i
